returned;Order ID;row_id;order_id;order_date;ship_date;ship_mode;customer_id;customer_name;segment;country;city;state;postal_code;region;product_id;category;subcategory;product_name;sales;quantity;discount;profit;person;region_1
Yes    ;CA-2016-160766;5128;CA-2016-160766;2016/09/14 00:00:00.000;2016/09/14 00:00:00.000;Same Day      ;DM-13015;Darrin Martin         ;Consumer   ;United States;New York City    ;New York            ;10009;East   ;OFF-AP-10002945;Office Supplies;Appliances ;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room                                                             ;601,3;2;0,0;198.429;Chuck Magee      ;East   
Yes    ;CA-2016-160766;5129;CA-2016-160766;2016/09/14 00:00:00.000;2016/09/14 00:00:00.000;Same Day      ;DM-13015;Darrin Martin         ;Consumer   ;United States;New York City    ;New York            ;10009;East   ;TEC-PH-10001536;Technology     ;Phones     ;Spigen Samsung Galaxy S5 Case Wallet                                                                                           ;16,99;1;0,0;4.4174;Chuck Magee      ;East   
Yes    ;CA-2016-160766;5130;CA-2016-160766;2016/09/14 00:00:00.000;2016/09/14 00:00:00.000;Same Day      ;DM-13015;Darrin Martin         ;Consumer   ;United States;New York City    ;New York            ;10009;East   ;TEC-PH-10000526;Technology     ;Phones     ;Vtech CS6719                                                                                                                   ;287,97;3;0,0;80.6316;Chuck Magee      ;East   
Yes    ;CA-2016-160766;5131;CA-2016-160766;2016/09/14 00:00:00.000;2016/09/14 00:00:00.000;Same Day      ;DM-13015;Darrin Martin         ;Consumer   ;United States;New York City    ;New York            ;10009;East   ;OFF-PA-10000213;Office Supplies;Paper      ;Xerox 198                                                                                                                      ;44,82;9;0,0;21.0654;Chuck Magee      ;East   
Yes    ;CA-2016-160773;1319;CA-2016-160773;2016/07/01 00:00:00.000;2016/07/05 00:00:00.000;Standard Class;LW-16825;Laurel Workman        ;Corporate  ;United States;Deltona          ;Florida             ;32725;South  ;TEC-PH-10004586;Technology     ;Phones     ;Wilson SignalBoost 841262 DB PRO Amplifier Kit                                                                                 ;575,92;2;0,2;71.99;Cassandra Brandow;South  
Yes    ;CA-2016-160773;1320;CA-2016-160773;2016/07/01 00:00:00.000;2016/07/05 00:00:00.000;Standard Class;LW-16825;Laurel Workman        ;Corporate  ;United States;Deltona          ;Florida             ;32725;South  ;OFF-BI-10000546;Office Supplies;Binders    ;Avery Durable Binders                                                                                                          ;5,184;6;0,7;-3.6288;Cassandra Brandow;South  
Yes    ;CA-2016-160773;1319;CA-2016-160773;2016/07/01 00:00:00.000;2016/07/05 00:00:00.000;Standard Class;LW-16825;Laurel Workman        ;Corporate  ;United States;Deltona          ;Florida             ;32725;South  ;TEC-PH-10004586;Technology     ;Phones     ;Wilson SignalBoost 841262 DB PRO Amplifier Kit                                                                                 ;575,92;2;0,2;71.99;Cassandra Brandow;South  
Yes    ;CA-2016-160773;1320;CA-2016-160773;2016/07/01 00:00:00.000;2016/07/05 00:00:00.000;Standard Class;LW-16825;Laurel Workman        ;Corporate  ;United States;Deltona          ;Florida             ;32725;South  ;OFF-BI-10000546;Office Supplies;Binders    ;Avery Durable Binders                                                                                                          ;5,184;6;0,7;-3.6288;Cassandra Brandow;South  
Yes    ;CA-2016-164721;1984;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-AP-10000240;Office Supplies;Appliances ;Belkin F9G930V10-GRY 9 Outlet Surge                                                                                            ;320,88;6;0,0;93.0552;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1985;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;FUR-FU-10001940;Furniture      ;Furnishings;Staple-based wall hangings                                                                                                     ;23,88;3;0,0;10.5072;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1986;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-PA-10000575;Office Supplies;Paper      ;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page                                                                   ;26,76;4;0,0;12.3096;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1984;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-AP-10000240;Office Supplies;Appliances ;Belkin F9G930V10-GRY 9 Outlet Surge                                                                                            ;320,88;6;0,0;93.0552;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1985;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;FUR-FU-10001940;Furniture      ;Furnishings;Staple-based wall hangings                                                                                                     ;23,88;3;0,0;10.5072;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1986;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-PA-10000575;Office Supplies;Paper      ;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page                                                                   ;26,76;4;0,0;12.3096;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1984;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-AP-10000240;Office Supplies;Appliances ;Belkin F9G930V10-GRY 9 Outlet Surge                                                                                            ;320,88;6;0,0;93.0552;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1985;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;FUR-FU-10001940;Furniture      ;Furnishings;Staple-based wall hangings                                                                                                     ;23,88;3;0,0;10.5072;Anna Andreadi    ;West   
Yes    ;CA-2016-164721;1986;CA-2016-164721;2016/11/25 00:00:00.000;2016/11/27 00:00:00.000;Second Class  ;LW-16825;Laurel Workman        ;Corporate  ;United States;Brentwood        ;California          ;94513;West   ;OFF-PA-10000575;Office Supplies;Paper      ;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page                                                                   ;26,76;4;0,0;12.3096;Anna Andreadi    ;West   
Yes    ;CA-2016-164861;2623;CA-2016-164861;2016/12/03 00:00:00.000;2016/12/06 00:00:00.000;Second Class  ;MC-17635;Matthew Clasen        ;Corporate  ;United States;Saint Louis      ;Missouri            ;63116;Central;OFF-PA-10001972;Office Supplies;Paper      ;Xerox 214                                                                                                                      ;25,92;4;0,0;12.4416;Kelly Williams   ;Central
Yes    ;CA-2016-166744;5237;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-FU-10004952;Furniture      ;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx                                                     ;164,22;3;0,0;50.9082;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5238;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-BO-10001337;Furniture      ;Bookcases  ;O'Sullivan Living Dimensions 2-Shelf Bookcases                                                                                 ;362,94;3;0,0;36.294;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5239;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;TEC-AC-10003628;Technology     ;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling                                                                      ;59,98;2;0,0;26.3912;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5237;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-FU-10004952;Furniture      ;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx                                                     ;164,22;3;0,0;50.9082;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5238;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-BO-10001337;Furniture      ;Bookcases  ;O'Sullivan Living Dimensions 2-Shelf Bookcases                                                                                 ;362,94;3;0,0;36.294;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5239;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;TEC-AC-10003628;Technology     ;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling                                                                      ;59,98;2;0,0;26.3912;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5237;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-FU-10004952;Furniture      ;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx                                                     ;164,22;3;0,0;50.9082;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5238;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;FUR-BO-10001337;Furniture      ;Bookcases  ;O'Sullivan Living Dimensions 2-Shelf Bookcases                                                                                 ;362,94;3;0,0;36.294;Chuck Magee      ;East   
Yes    ;CA-2016-166744;5239;CA-2016-166744;2016/09/20 00:00:00.000;2016/09/24 00:00:00.000;Standard Class;DN-13690;Duane Noonan          ;Consumer   ;United States;Columbia         ;Maryland            ;21044;East   ;TEC-AC-10003628;Technology     ;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling                                                                      ;59,98;2;0,0;26.3912;Chuck Magee      ;East   
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9775;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10004995;Office Supplies;Binders    ;GBC DocuBind P400 Electric Binding System                                                                                      ;2177,584;8;0,8;-3701.8928;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9776;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;FUR-FU-10004666;Furniture      ;Furnishings;DAX Clear Channel Poster Frame                                                                                                 ;17,496;3;0,6;-10.0602;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9777;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001524;Office Supplies;Binders    ;GBC Premium Transparent Covers with Diagonal Lined Pattern                                                                     ;16,784;4;0,8;-26.8544;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9778;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;TEC-AC-10002076;Technology     ;Accessories;Microsoft Natural Keyboard Elite                                                                                               ;431,136;9;0,2;-26.946;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9779;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-BI-10001679;Office Supplies;Binders    ;GBC Instant Index System for Binding Systems                                                                                   ;8,88;5;0,8;-13.32;Kelly Williams   ;Central
Yes    ;CA-2016-169019;9780;CA-2016-169019;2016/07/26 00:00:00.000;2016/07/30 00:00:00.000;Standard Class;LF-17185;Luke Foster           ;Consumer   ;United States;San Antonio      ;Texas               ;78207;Central;OFF-AP-10003281;Office Supplies;Appliances ;Acco 6 Outlet Guardian Standard Surge Suppressor                                                                               ;4,836;2;0,8;-12.09;Kelly Williams   ;Central
Yes    ;CA-2017-101910;800;CA-2017-101910;2017/11/27 00:00:00.000;2017/12/03 00:00:00.000;Standard Class;CD-11920;Carlos Daly           ;Consumer   ;United States;Lake Elsinore    ;California          ;92530;West   ;FUR-CH-10002647;Furniture      ;Chairs     ;Situations Contoured Folding Chairs, 4/Set                                                                                     ;283,92;5;0,2;17.745;Anna Andreadi    ;West   
Yes    ;CA-2017-103716;6592;CA-2017-103716;2017/04/30 00:00:00.000;2017/05/06 00:00:00.000;Standard Class;KB-16585;Ken Black             ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-AR-10000658;Office Supplies;Art        ;Newell 324                                                                                                                     ;34,65;3;0,0;9.702;Anna Andreadi    ;West   
Yes    ;CA-2017-103716;6593;CA-2017-103716;2017/04/30 00:00:00.000;2017/05/06 00:00:00.000;Standard Class;KB-16585;Ken Black             ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10000347;Technology     ;Phones     ;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple                                                         ;19,8;5;0,2;1.7325;Anna Andreadi    ;West   
Yes    ;CA-2017-103716;6592;CA-2017-103716;2017/04/30 00:00:00.000;2017/05/06 00:00:00.000;Standard Class;KB-16585;Ken Black             ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-AR-10000658;Office Supplies;Art        ;Newell 324                                                                                                                     ;34,65;3;0,0;9.702;Anna Andreadi    ;West   
Yes    ;CA-2017-103716;6593;CA-2017-103716;2017/04/30 00:00:00.000;2017/05/06 00:00:00.000;Standard Class;KB-16585;Ken Black             ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10000347;Technology     ;Phones     ;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple                                                         ;19,8;5;0,2;1.7325;Anna Andreadi    ;West   
Yes    ;CA-2017-104129;4540;CA-2017-104129;2017/02/27 00:00:00.000;2017/03/02 00:00:00.000;Standard Class;ES-14080;Erin Smith            ;Corporate  ;United States;Providence       ;Rhode Island        ;2908;East   ;TEC-PH-10003800;Technology     ;Phones     ;i.Sound Portable Power - 8000 mAh                                                                                              ;105,98;2;0,0;1.0598;Chuck Magee      ;East   
Yes    ;CA-2017-104129;4541;CA-2017-104129;2017/02/27 00:00:00.000;2017/03/02 00:00:00.000;Standard Class;ES-14080;Erin Smith            ;Corporate  ;United States;Providence       ;Rhode Island        ;2908;East   ;FUR-TA-10004152;Furniture      ;Tables     ;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf                                                         ";493,92;7;0,3;-28.224;Chuck Magee      ;East   
Yes    ;CA-2017-104129;4540;CA-2017-104129;2017/02/27 00:00:00.000;2017/03/02 00:00:00.000;Standard Class;ES-14080;Erin Smith            ;Corporate  ;United States;Providence       ;Rhode Island        ;2908;East   ;TEC-PH-10003800;Technology     ;Phones     ;i.Sound Portable Power - 8000 mAh                                                                                              ;105,98;2;0,0;1.0598;Chuck Magee      ;East   
Yes    ;CA-2017-104129;4541;CA-2017-104129;2017/02/27 00:00:00.000;2017/03/02 00:00:00.000;Standard Class;ES-14080;Erin Smith            ;Corporate  ;United States;Providence       ;Rhode Island        ;2908;East   ;FUR-TA-10004152;Furniture      ;Tables     ;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf                                                         ";493,92;7;0,3;-28.224;Chuck Magee      ;East   
Yes    ;CA-2017-105158;5282;CA-2017-105158;2017/09/05 00:00:00.000;2017/09/10 00:00:00.000;Standard Class;SP-20860;Sung Pak              ;Corporate  ;United States;Rochester        ;Minnesota           ;55901;Central;FUR-FU-10001706;Furniture      ;Furnishings;Longer-Life Soft White Bulbs                                                                                                   ;6,16;2;0,0;2.9568;Kelly Williams   ;Central
